BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2460844.902817,0.98701,0.00195,1.0218,-1.72,-1.03,10.95,7922
2460844.902921,0.98837,0.00197,1.0217,-3.78,3.15,12.86,6356
2460844.903002,0.98479,0.00196,1.0217,-1.96,3.58,11.92,6913
2460844.903095,0.99213,0.00198,1.0216,-1.59,0.42,13.43,5569
2460844.903178,0.99007,0.00195,1.0216,-0.96,0.22,11.03,8367
2460844.903259,0.99008,0.00194,1.0215,1.10,-1.75,9.63,11452
2460844.903340,0.99184,0.00196,1.0215,-0.18,-0.17,10.48,8815
2460844.903433,0.98865,0.00193,1.0214,-3.25,-0.86,9.65,12664
2460844.903514,0.99000,0.00194,1.0214,-1.82,1.70,11.49,8461
2460844.903595,0.99212,0.00194,1.0213,0.52,1.40,10.06,9000
2460844.903677,0.98765,0.00194,1.0213,-3.00,-1.88,10.21,8670
2460844.903758,0.98904,0.00194,1.0212,-0.36,-0.76,10.36,10670
2460844.903851,0.99085,0.00193,1.0212,-0.15,-2.27,10.58,10726
2460844.903932,0.99122,0.00194,1.0211,0.29,-0.73,11.30,8626
2460844.904013,0.98893,0.00194,1.0211,-0.77,1.07,9.60,9232
2460844.904094,0.98778,0.00195,1.0210,-0.41,0.62,8.72,11117
2460844.904187,0.99055,0.00196,1.0210,-2.42,-2.39,12.31,6335
2460844.904396,0.99094,0.00197,1.0208,1.31,0.67,11.46,6726
2460844.904477,0.99366,0.00198,1.0208,0.10,0.18,11.69,6396
2460844.904651,0.98920,0.00197,1.0207,0.23,2.35,11.67,6801
2460844.904732,0.98997,0.00195,1.0206,-0.99,-1.18,12.15,7208
2460844.904813,0.98826,0.00197,1.0206,-0.96,-2.35,11.66,6580
2460844.904896,0.98652,0.00194,1.0205,0.38,-1.76,10.19,8358
2460844.904977,0.98891,0.00193,1.0205,-2.56,0.44,12.88,8831
2460844.905062,0.99022,0.00194,1.0204,-1.88,0.11,10.25,10100
2460844.905145,0.98930,0.00193,1.0204,-0.08,0.97,9.78,10518
2460844.905238,0.98635,0.00193,1.0203,-2.71,0.28,10.83,8834
2460844.905319,0.98934,0.00195,1.0203,-1.10,-0.85,13.20,6446
2460844.905403,0.98831,0.00196,1.0203,-2.61,0.32,11.75,6480
2460844.905568,0.99217,0.00196,1.0201,-1.60,2.12,11.50,8067
2460844.905649,0.98529,0.00193,1.0201,-4.00,-1.25,10.45,9213
2460844.905742,0.98750,0.00194,1.0201,-0.91,-1.88,11.28,8784
2460844.905824,0.98812,0.00193,1.0200,-0.91,-3.12,9.40,11060
2460844.905906,0.98833,0.00192,1.0200,-0.27,-0.44,9.49,12031
2460844.905987,0.99057,0.00195,1.0199,-0.78,0.05,10.19,10039
2460844.906068,0.99070,0.00193,1.0199,-5.07,-0.73,12.42,8153
2460844.906172,0.98741,0.00193,1.0198,-2.90,-1.07,9.92,11894
2460844.906253,0.99172,0.00194,1.0198,1.52,-0.80,9.73,10318
2460844.906346,0.98620,0.00194,1.0197,-1.99,-0.57,11.07,8318
2460844.906427,0.98791,0.00194,1.0197,-2.57,-0.56,11.85,7491
2460844.906509,0.98825,0.00194,1.0196,1.12,1.46,12.03,7104
2460844.906601,0.98632,0.00193,1.0196,-0.85,-0.85,9.36,10881
2460844.906764,0.99302,0.00198,1.0195,0.39,-0.56,12.78,5638
2460844.906845,0.99052,0.00196,1.0195,-0.96,-0.72,11.22,7788
2460844.907020,0.98579,0.00196,1.0194,0.36,0.58,12.08,6440
2460844.907102,0.98921,0.00196,1.0193,1.74,1.42,12.01,6020
2460844.907195,0.98658,0.00193,1.0193,-1.88,-1.92,11.07,9547
2460844.907276,0.99102,0.00194,1.0192,-1.72,-2.22,10.95,9252
2460844.907358,0.98724,0.00196,1.0192,-1.72,-0.09,13.84,6099
2460844.907450,0.99076,0.00194,1.0192,-1.85,1.58,11.35,8280
2460844.907531,0.99188,0.00193,1.0191,-2.60,1.37,9.92,11558
2460844.907613,0.99189,0.00196,1.0191,-1.86,0.41,12.44,6864
2460844.907705,0.99041,0.00196,1.0190,-0.24,1.36,13.60,6053
2460844.907787,0.98912,0.00194,1.0190,1.67,-0.15,12.21,7837
2460844.907868,0.99080,0.00197,1.0189,1.10,-2.55,11.84,6229
2460844.907952,0.98481,0.00193,1.0189,-1.97,2.09,13.10,6754
2460844.908045,0.99105,0.00195,1.0189,-2.18,-0.66,12.67,6716
2460844.908128,0.98799,0.00195,1.0188,0.61,-0.08,13.93,7223
2460844.908209,0.98628,0.00196,1.0188,0.56,-2.02,12.76,6708
2460844.908383,0.98394,0.00193,1.0187,-1.32,2.83,11.25,10360
2460844.908464,0.98928,0.00195,1.0187,-1.39,-0.42,11.70,7370
2460844.908545,0.98707,0.00195,1.0186,-1.97,0.20,12.63,6279
2460844.908627,0.99193,0.00195,1.0186,-1.01,0.35,11.33,7546
2460844.908719,0.98909,0.00194,1.0185,-0.97,1.57,11.90,8792
2460844.908801,0.98733,0.00193,1.0185,-1.40,-0.92,12.83,8198
2460844.908882,0.98828,0.00193,1.0185,-1.07,0.77,11.79,9414
