BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2460844.897899,0.98642,0.00214,1.0252,0.45,1.06,9.57,6632
2460844.898131,0.98540,0.00214,1.0251,2.09,1.66,9.65,7057
2460844.898377,0.98772,0.00215,1.0249,-0.02,2.37,10.28,5357
2460844.898610,0.98469,0.00214,1.0247,0.54,0.88,9.43,6546
2460844.898855,0.98708,0.00215,1.0245,1.60,2.20,9.81,6044
2460844.899099,0.98594,0.00219,1.0243,-0.65,0.85,11.20,4483
2460844.899342,0.98875,0.00221,1.0241,0.60,-1.06,11.89,3834
2460844.899575,0.98650,0.00219,1.0240,0.49,3.51,11.34,4675
2460844.899818,0.98650,0.00217,1.0238,0.36,-0.53,10.94,4711
2460844.900062,0.98635,0.00215,1.0236,0.35,-0.04,11.00,4948
2460844.900294,0.98904,0.00217,1.0235,-0.98,1.72,10.20,5459
2460844.900526,0.98513,0.00217,1.0233,0.39,0.07,11.93,4655
2460844.900769,0.98625,0.00218,1.0231,-0.53,0.70,11.01,4734
2460844.901004,0.98556,0.00219,1.0230,-0.35,-0.75,12.66,3671
2460844.901244,0.98617,0.00217,1.0228,-0.35,-1.07,12.08,3978
2460844.901477,0.98507,0.00218,1.0227,-0.23,0.43,12.43,3686
2460844.901711,0.98572,0.00216,1.0225,-0.82,0.11,10.96,4979
2460844.901949,0.98593,0.00216,1.0223,0.12,2.89,10.59,4990
2460844.902195,0.98850,0.00217,1.0222,1.93,-0.23,11.34,4708
2460844.902428,0.98556,0.00218,1.0220,-1.67,-0.21,10.87,4580
2460844.902660,0.98541,0.00215,1.0219,1.26,0.60,10.52,5319
2460844.902904,0.98733,0.00220,1.0217,-1.71,2.96,12.11,3867
2460844.903135,0.98696,0.00220,1.0216,-0.56,0.41,11.73,4004
2460844.903380,0.98669,0.00216,1.0214,-1.11,0.32,10.18,5431
2460844.903612,0.99065,0.00218,1.0213,0.12,0.86,11.39,4405
2460844.903857,0.98630,0.00215,1.0212,0.98,-0.69,10.17,5637
2460844.904089,0.99185,0.00220,1.0210,-0.02,1.89,11.09,4163
